Quantity,Name,Simple Name,Set,Card Number,Set Code,Printing,Condition,Language,Rarity,Product ID,SKU,Price,Price Each
2,Electrike - 52/109,Electrike,Ruby and Sapphire,52/109,RS,Normal,Near Mint,English,Common,85129,1191098,$1.02,$0.51
1,Buffer Piece,Buffer Piece,Dragon Frontiers,72/101,DF,Normal,Near Mint,English,Uncommon,84013,1189982,$0.27,$0.27
2,Boost Energy,Boost Energy,Deoxys,93/107,DX,Normal,Near Mint,English,Uncommon,83938,1189907,$2.24,$1.12
1,Multi Energy,Multi Energy,Holon Phantoms,96/110,HP,Normal,Near Mint,English,Rare,87632,1193601,$2.25,$2.25
1,Warp Energy,Warp Energy,Unseen Forces,100/115,UF,Normal,Near Mint,English,Uncommon,90473,1196442,$1.38,$1.38
1,Bounce Energy,Bounce Energy,Skyridge,142/144,SK,Normal,Near Mint,English,Uncommon,83947,1189916,$3.49,$3.49
1,Bellsprout,Bellsprout,Legend Maker,49/92,LM,Reverse Holofoil,Near Mint,English,Common,83808,2837447,$3.66,$3.66
1,Dark Golbat,Dark Golbat,Team Rocket Returns,34/109,RR,Normal,Near Mint,English,Uncommon,84603,1190572,$3.18,$3.18
1,Dragonair - 41/113 (Delta Species),Dragonair,Delta Species,041/113,DS,Normal,Near Mint,English,Uncommon,84905,1190874,$2.57,$2.57
1,Aggron,Aggron,Legend Maker,2/92,LM,Holofoil,Near Mint,English,Holo Rare,83476,2736751,$14.90,$14.90
1,Poochyena,Poochyena,Delta Species,79/113,DS,Normal,Near Mint,English,Common,88297,1194266,$0.61,$0.61
1,Misdreavus,Misdreavus,Legend Maker,40/92,LM,Normal,Near Mint,English,Uncommon,87505,1193474,$0.74,$0.74
2,Duskull,Duskull,Diamond and Pearl,80/130,DP,Normal,Near Mint,English,Common,85050,1191019,$0.76,$0.38
1,Coalossal,Coalossal,SWSH05: Battle Styles,080/163,SWSH05,Holofoil,Near Mint,English,Holo Rare,234256,4830642,$0.19,$0.19
1,Dark Weezing,Dark Weezing,Team Rocket Returns,42/109,RR,Normal,Near Mint,English,Uncommon,84673,1190642,$2.20,$2.20
1,Sunny Castform,Sunny Castform,Hidden Legends,26/101,HL,Normal,Near Mint,English,Rare,89623,1195592,$1.30,$1.30
1,Magneton - 17/97,Magneton,Dragon,17/97,DR,Normal,Near Mint,English,Rare,87100,1193069,$1.26,$1.26
1,Lairon - 37/109,Lairon,Ruby and Sapphire,37/109,RS,Normal,Near Mint,English,Uncommon,86574,1192543,$1.35,$1.35
1,Shiftry,Shiftry,XY - Steam Siege,11/114,STS,Holofoil,Near Mint,English,Holo Rare,121000,3167626,$0.47,$0.47
1,Path to the Peak,Path to the Peak,SWSH06: Chilling Reign,148/198,SWSH06,Reverse Holofoil,Near Mint,English,Uncommon,241851,5035420,$0.19,$0.19
1,Galarian Stunfisk,Galarian Stunfisk,SWSH01: Sword & Shield Base Set,132/202,SWSH01,Reverse Holofoil,Near Mint,English,Uncommon,208443,4337231,$0.32,$0.32
1,Switch,Switch,FireRed & LeafGreen,102/112,RG,Reverse Holofoil,Near Mint,English,Common,89712,2873252,$4.54,$4.54
1,Ditto,Ditto,Delta Species,35/113,DS,Normal,Near Mint,English,Uncommon,84832,1190801,$13.35,$13.35
1,Sentret,Sentret,Team Rocket Returns,75/109,RR,Normal,Near Mint,English,Common,89064,1195033,$0.75,$0.75
1,Chikorita (Delta Species),Chikorita,Dragon Frontiers,44/101,DF,Normal,Near Mint,English,Common,84281,1190250,$1.26,$1.26
1,Omanyte,Omanyte,Neo Discovery,60/75,N2,1st Edition,Near Mint,English,Common,87856,2899437,$1.65,$1.65
1,Dratini - 052/109,Dratini,Team Rocket Returns,52/109,RR,Normal,Near Mint,English,Common,84933,1190902,$0.92,$0.92
1,Tangela,Tangela,FireRed & LeafGreen,30/112,RG,Normal,Near Mint,English,Rare,89742,1195711,$3.99,$3.99
1,Trapinch - 78/97,Trapinch,Dragon,78/97,DR,Normal,Near Mint,English,Common,90019,1195988,$0.58,$0.58
1,Paras,Paras,FireRed & LeafGreen,72/112,RG,Normal,Near Mint,English,Common,87950,1193919,$0.50,$0.50
1,Machop,Machop,SWSH11: Lost Origin,086/196,SWSH11,Normal,Near Mint,English,Common,283971,5786462,$0.06,$0.06
3,Dratini,Dratini,Team Rocket,53/82,TR,1st Edition,Near Mint,English,Common,84928,2962118,$5.10,$1.70
1,Dark Raticate,Dark Raticate,Team Rocket,51/82,TR,1st Edition,Near Mint,English,Common,84649,2962048,$1.27,$1.27
1,Unown [I],Unown [I],Neo Discovery,68/75,N2,1st Edition,Near Mint,English,Common,90213,2899779,$1.19,$1.19
1,Unown [N],Unown [N],Neo Discovery,50/75,N2,1st Edition,Near Mint,English,Uncommon,90223,2899789,$2.13,$2.13
1,Unown [O],Unown [O],Neo Discovery,69/75,N2,1st Edition,Near Mint,English,Common,90225,2899794,$1.18,$1.18
1,Fossil Egg,Fossil Egg,Neo Discovery,72/75,N2,1st Edition,Near Mint,English,Uncommon,85555,2899307,$1.21,$1.21
1,Larvitar,Larvitar,Neo Discovery,57/75,N2,1st Edition,Near Mint,English,Common,86632,2899402,$1.61,$1.61
1,Tyrogue,Tyrogue,Neo Discovery,66/75,N2,1st Edition,Near Mint,English,Common,90128,2899729,$1.39,$1.39
1,Omastar,Omastar,Neo Discovery,43/75,N2,1st Edition,Near Mint,English,Uncommon,87866,2899442,$1.95,$1.95
1,Smoochum,Smoochum,Neo Revelation,54/64,N3,1st Edition,Near Mint,English,Common,89359,2899167,$1.75,$1.75
1,Growlithe,Growlithe,Neo Destiny,068/105,N4,1st Edition,Near Mint,English,Common,85952,2897252,$4.36,$4.36
2,Remoraid,Remoraid,Neo Destiny,080/105,N4,1st Edition,Near Mint,English,Common,88693,2897577,$3.64,$1.82
1,Totodile,Totodile,Neo Destiny,085/105,N4,1st Edition,Near Mint,English,Common,89993,2897702,$5.41,$5.41
1,Impostor Professor Oak's Invention,Impostor Professor Oak's Invention,Neo Destiny,094/105,N4,1st Edition,Near Mint,English,Rare,86272,2897362,$7.15,$7.15
1,Vileplume (69),Vileplume,Expedition,069/165,EX,Normal,Near Mint,English,Rare,90379,1196348,$2.08,$2.08
1,Psychic Energy,Psychic Energy,Expedition,164/165,EX,Normal,Near Mint,English,Common,88417,1194386,$1.04,$1.04
1,Fighting Energy,Fighting Energy,Expedition,160/165,EX,Normal,Near Mint,English,Common,85437,1191406,$1.34,$1.34
7,Grass Energy,Grass Energy,Expedition,162/165,EX,Normal,Near Mint,English,Common,85873,1191842,$5.88,$0.84
1,Lightning Energy,Lightning Energy,Expedition,163/165,EX,Normal,Near Mint,English,Common,86759,1192728,$1.06,$1.06
2,Potion,Potion,Expedition,156/165,EX,Normal,Near Mint,English,Common,88333,1194302,$0.70,$0.35
2,Bill's Maintenance,Bill's Maintenance,Expedition,137/165,EX,Normal,Near Mint,English,Uncommon,83837,1189806,$0.90,$0.45
1,Switch,Switch,Expedition,157/165,EX,Normal,Near Mint,English,Common,89711,1195680,$1.75,$1.75
1,Pokemon Fan Club,Pokemon Fan Club,Aquapolis,130/147,AQ,Normal,Near Mint,English,Uncommon,88225,1194194,$3.07,$3.07
1,Rattata,Rattata,Skyridge,090/144,SK,Normal,Near Mint,English,Common,88613,1194582,$2.88,$2.88
1,Delcatty - 29/109,Delcatty,Ruby and Sapphire,29/109,RS,Normal,Near Mint,English,Uncommon,84735,1190704,$0.45,$0.45
1,Delcatty,Delcatty,EX Battle Stadium,29,BST,Normal,Near Mint,English,Uncommon,125133,3250533,$0.46,$0.46
1,Skitty - 71/109,Skitty,Ruby and Sapphire,71/109,RS,Normal,Near Mint,English,Common,89261,1195230,$0.73,$0.73
1,Poochyena - 63/109,Poochyena,Ruby and Sapphire,63/109,RS,Normal,Near Mint,English,Common,88293,1194262,$0.44,$0.44
1,Treecko,Treecko,First Partner Pack,076/109,FPP,Normal,Near Mint,English,Rare,231473,4756271,$1.57,$1.57
1,Makuhita - 56109,Makuhita,Ruby and Sapphire,56/109,RS,Normal,Damaged,English,Common,87125,1222478,$0.12,$0.12
1,Makuhita - 56109,Makuhita,Ruby and Sapphire,56/109,RS,Normal,Near Mint,English,Common,87125,1193094,$0.28,$0.28
1,Ralts - 68/109,Ralts,Ruby and Sapphire,68/109,RS,Normal,Near Mint,English,Common,88556,1194525,$0.89,$0.89
1,Skitty - 44/109,Skitty,Ruby and Sapphire,44/109,RS,Normal,Near Mint,English,Uncommon,89259,1195228,$4.82,$4.82
1,Ralts - 67/109,Ralts,Ruby and Sapphire,67/109,RS,Normal,Near Mint,English,Common,88555,1194524,$0.67,$0.67
2,Potion,Potion,Ruby and Sapphire,91/109,RS,Normal,Near Mint,English,Common,88330,1194299,$0.38,$0.19
1,Swellow,Swellow,Dragon,45/97,DR,Normal,Near Mint,English,Uncommon,89689,1195658,$0.67,$0.67
1,Houndour,Houndour,Dragon,59/97,DR,Normal,Near Mint,English,Common,86224,1192193,$1.12,$1.12
1,Horsea - 33/97,Horsea,Dragon,33/97,DR,Normal,Near Mint,English,Uncommon,86188,1192157,$2.23,$2.23
1,Corphish - 54/97,Corphish,Dragon,54/97,DR,Normal,Near Mint,English,Common,84431,1190400,$0.61,$0.61
1,Pineco,Pineco,Dragon,71/97,DR,Normal,Near Mint,English,Common,88126,1194095,$0.52,$0.52
1,Ninjask - 38/97,Ninjask,Dragon,38/97,DR,Normal,Near Mint,English,Uncommon,87784,1193753,$0.50,$0.50
1,Geodude - 56/97,Geodude,Dragon,56/97,DR,Normal,Near Mint,English,Common,85688,1191657,$0.59,$0.59
1,Numel,Numel,Dragon,70/97,DR,Normal,Near Mint,English,Common,87807,1193776,$0.37,$0.37
2,Balloon Berry,Balloon Berry,Dragon,82/97,DR,Normal,Near Mint,English,Uncommon,83708,1189677,$0.58,$0.29
1,Team Magma's Numel,Team Magma's Numel,Team Magma vs Team Aqua,64/95,MA,Normal,Near Mint,English,Common,89837,1195806,$0.71,$0.71
1,Team Magma's Houndour - 63/95,Team Magma's Houndour,Team Magma vs Team Aqua,63/95,MA,Normal,Near Mint,English,Common,89832,1195801,$1.36,$1.36
1,Team Magma's Houndour - 62/95,Team Magma's Houndour,Team Magma vs Team Aqua,62/95,MA,Normal,Near Mint,English,Common,89831,1195800,$0.54,$0.54
1,Team Magma's Poochyena - 65/95,Team Magma's Poochyena,Team Magma vs Team Aqua,65/95,MA,Normal,Near Mint,English,Common,89838,1195807,$0.96,$0.96
1,Team Aqua's Corphish - 50/95,Team Aqua's Corphish,Team Magma vs Team Aqua,50/95,MA,Normal,Near Mint,English,Common,89781,1195750,$0.65,$0.65
1,Team Aqua's Spheal - 57/95,Team Aqua's Spheal,Team Magma vs Team Aqua,57/95,MA,Normal,Near Mint,English,Common,89802,1195771,$1.35,$1.35
1,Team Aqua's Manectric - 29/95,Team Aqua's Manectric,Team Magma vs Team Aqua,29/95,MA,Normal,Near Mint,English,Uncommon,89791,1195760,$1.33,$1.33
1,Team Magma's Mightyena - 37/95,Team Magma's Mightyena,Team Magma vs Team Aqua,37/95,MA,Normal,Near Mint,English,Uncommon,89836,1195805,$1.38,$1.38
1,Team Magma's Rhyhorn - 68/95,Team Magma's Rhyhorn,Team Magma vs Team Aqua,68/95,MA,Normal,Near Mint,English,Common,89844,1195813,$0.45,$0.45
1,Team Aqua's Chinchou,Team Aqua's Chinchou,Team Magma vs Team Aqua,49/95,MA,Normal,Near Mint,English,Common,89779,1195748,$0.31,$0.31
1,Team Magma Schemer,Team Magma Schemer,Team Magma vs Team Aqua,70/95,MA,Normal,Near Mint,English,Common,89816,1195785,$0.34,$0.34
1,Strength Charm,Strength Charm,Deoxys,92/107,DX,Normal,Near Mint,English,Uncommon,89575,1195544,$0.49,$0.49
1,Double Rainbow Energy,Double Rainbow Energy,Emerald,87/106,EM,Normal,Near Mint,English,Rare,84892,1190861,$7.21,$7.21
1,Doduo,Doduo,Hidden Legends,60/101,HL,Normal,Near Mint,English,Common,84860,1190829,$0.20,$0.20
1,Starmie,Starmie,Hidden Legends,49/101,HL,Normal,Near Mint,English,Uncommon,89532,1195501,$0.49,$0.49
1,Seedot,Seedot,Hidden Legends,71/101,HL,Normal,Near Mint,English,Common,89038,1195007,$0.22,$0.22
1,Jigglypuff,Jigglypuff,Hidden Legends,63/101,HL,Normal,Near Mint,English,Common,86315,1192284,$0.87,$0.87
1,Loudred,Loudred,Hidden Legends,39/101,HL,Normal,Near Mint,English,Uncommon,86840,1192809,$0.62,$0.62
2,Life Herb,Life Herb,Hidden Legends,90/101,HL,Normal,Near Mint,English,Uncommon,86730,1192699,$0.46,$0.23
3,Rattata,Rattata,FireRed & LeafGreen,77/112,RG,Normal,Near Mint,English,Common,88615,1194584,$0.66,$0.22
1,Diglett,Diglett,FireRed & LeafGreen,61/112,RG,Normal,Near Mint,English,Common,84821,1190790,$0.50,$0.50
1,Dodrio,Dodrio,FireRed & LeafGreen,21/112,RG,Normal,Near Mint,English,Rare,84850,1190819,$1.25,$1.25
1,Primeape,Primeape,FireRed & LeafGreen,28/112,RG,Normal,Near Mint,English,Rare,88362,1194331,$1.19,$1.19
3,Meowth,Meowth,FireRed & LeafGreen,69/112,RG,Normal,Near Mint,English,Common,87317,1193286,$2.10,$0.70
1,Nidorina,Nidorina,FireRed & LeafGreen,40/112,RG,Normal,Near Mint,English,Uncommon,87735,1193704,$1.78,$1.78
2,Pidgey,Pidgey,FireRed & LeafGreen,73/112,RG,Normal,Near Mint,English,Common,88048,1194017,$0.84,$0.42
1,Shellder,Shellder,FireRed & LeafGreen,79/112,RG,Normal,Near Mint,English,Common,89137,1195106,$0.64,$0.64
1,Jigglypuff,Jigglypuff,FireRed & LeafGreen,65/112,RG,Normal,Near Mint,English,Common,86316,1192285,$2.25,$2.25
2,Switch,Switch,Delta Species,102/113,DS,Normal,Near Mint,English,Common,89713,1195682,$0.50,$0.25
1,Pokemon Reversal,Pokemon Reversal,Unseen Forces,88/115,UF,Normal,Near Mint,English,Uncommon,88235,1194204,$1.10,$1.10
1,Swinub,Swinub,Team Rocket Returns,79/109,RR,Normal,Near Mint,English,Common,89702,1195671,$0.85,$0.85
2,Rattata - 071/109,Rattata,Team Rocket Returns,71/109,RR,Normal,Near Mint,English,Common,88616,1194585,$1.38,$0.69
1,Koffing,Koffing,Team Rocket Returns,61/109,RR,Normal,Near Mint,English,Common,86493,1192462,$0.39,$0.39
1,Rocket's Poke Ball,Rocket's Poke Ball,Team Rocket Returns,89/109,RR,Normal,Near Mint,English,Uncommon,88784,1194753,$3.45,$3.45
1,Pokemon Retriever,Pokemon Retriever,Team Rocket Returns,84/109,RR,Normal,Near Mint,English,Uncommon,88234,1194203,$1.65,$1.65
1,Rocket's Mission,Rocket's Mission,Team Rocket Returns,88/109,RR,Normal,Near Mint,English,Uncommon,88780,1194749,$1.16,$1.16
1,Electrike - 059/107,Electrike,Deoxys,59/107,DX,Normal,Near Mint,English,Common,85132,1191101,$0.54,$0.54
1,Taillow,Taillow,Deoxys,80/107,DX,Normal,Near Mint,English,Common,89732,1195701,$0.32,$0.32
1,Shroomish,Shroomish,Deoxys,72/107,DX,Normal,Near Mint,English,Common,89183,1195152,$0.66,$0.66
1,Spoink,Spoink,Deoxys,76/107,DX,Normal,Near Mint,English,Common,89472,1195441,$0.26,$0.26
1,Grumpig,Grumpig,Deoxys,32/107,DX,Normal,Near Mint,English,Uncommon,85965,1191934,$0.34,$0.34
1,Slugma - 074/107,Slugma,Deoxys,74/107,DX,Normal,Near Mint,English,Common,89342,1195311,$1.42,$1.42
1,Nuzleaf,Nuzleaf,Deoxys,43/107,DX,Normal,Near Mint,English,Uncommon,87821,1193790,$0.43,$0.43
1,Duskull,Duskull,Emerald,46/106,EM,Normal,Near Mint,English,Common,85047,1191016,$0.56,$0.56
1,Nosepass,Nosepass,Emerald,17/106,EM,Normal,Near Mint,English,Rare,87799,1193768,$1.22,$1.22
1,Mudkip,Mudkip,Emerald,56/106,EM,Normal,Near Mint,English,Common,87610,1193579,$1.23,$1.23
1,Torchic,Torchic,Emerald,69/106,EM,Normal,Near Mint,English,Common,89955,1195924,$0.52,$0.52
1,Combusken,Combusken,Emerald,25/106,EM,Normal,Near Mint,English,Uncommon,84404,1190373,$1.00,$1.00
1,Snorunt,Snorunt,Emerald,64/106,EM,Normal,Near Mint,English,Common,89400,1195369,$0.34,$0.34
1,Numel - 058/106,Numel,Emerald,58/106,EM,Normal,Near Mint,English,Common,87811,1193780,$0.37,$0.37
1,Larvitar,Larvitar,Unseen Forces,61/115,UF,Normal,Near Mint,English,Common,86640,1192609,$0.44,$0.44
1,Oddish,Oddish,Unseen Forces,64/115,UF,Normal,Near Mint,English,Common,87842,1193811,$0.47,$0.47
1,Chikorita,Chikorita,Unseen Forces,51/115,UF,Normal,Near Mint,English,Common,84277,1190246,$0.45,$0.45
1,Totodile,Totodile,Unseen Forces,78/115,UF,Normal,Near Mint,English,Common,89997,1195966,$0.63,$0.63
1,Yanma,Yanma,Unseen Forces,50/115,UF,Normal,Near Mint,English,Uncommon,90684,1196653,$0.54,$0.54
1,Teddiursa,Teddiursa,Unseen Forces,77/115,UF,Normal,Near Mint,English,Common,89857,1195826,$0.42,$0.42
1,Granbull,Granbull,Unseen Forces,39/115,UF,Normal,Near Mint,English,Uncommon,85863,1191832,$0.38,$0.38
1,Magneton,Magneton,Delta Species,48/113,DS,Normal,Near Mint,English,Uncommon,87104,1193073,$0.85,$0.85
1,Staryu - 084/113,Staryu,Delta Species,84/113,DS,Normal,Near Mint,English,Common,89548,1195517,$0.48,$0.48
1,Marill,Marill,Delta Species,76/113,DS,Normal,Near Mint,English,Common,87217,1193186,$0.52,$0.52
1,Zubat,Zubat,Delta Species,88/113,DS,Normal,Near Mint,English,Common,90773,1196742,$0.58,$0.58
1,Weezing,Weezing,Delta Species,33/113,DS,Normal,Near Mint,English,Rare,90561,1196530,$0.83,$0.83
1,Meowth,Meowth,Delta Species,77/113,DS,Normal,Near Mint,English,Common,87318,1193287,$0.57,$0.57
1,Weedle,Weedle,Delta Species,87/113,DS,Normal,Near Mint,English,Common,90543,1196512,$0.47,$0.47
1,Ponyta,Ponyta,Delta Species,78/113,DS,Normal,Near Mint,English,Common,88286,1194255,$0.30,$0.30
1,Ralts,Ralts,Delta Species,81/113,DS,Normal,Near Mint,English,Common,88558,1194527,$0.56,$0.56
1,Potion,Potion,Unseen Forces,95/115,UF,Reverse Holofoil,Near Mint,English,Common,88337,2838922,$5.45,$5.45
1,Super Scoop Up,Super Scoop Up,FireRed & LeafGreen,99/112,RG,Normal,Near Mint,English,Uncommon,89636,1195605,$1.16,$1.16
1,Spheal,Spheal,Legend Maker,65/92,LM,Normal,Near Mint,English,Common,89446,1195415,$0.39,$0.39
1,Grimer,Grimer,Legend Maker,54/92,LM,Normal,Near Mint,English,Common,85910,1191879,$0.40,$0.40
1,Skitty,Skitty,Legend Maker,64/92,LM,Normal,Near Mint,English,Common,89264,1195233,$0.43,$0.43
1,Holon Lake,Holon Lake,Holon Phantoms,87/110,HP,Normal,Near Mint,English,Uncommon,86144,1192113,$0.33,$0.33
1,Sharpedo (Delta Species),Sharpedo,Holon Phantoms,53/110,HP,Normal,Damaged,English,Uncommon,89102,1224455,$0.31,$0.31
1,Pikachu,Pikachu,Holon Phantoms,78/110,HP,Normal,Near Mint,English,Common,88082,1194051,$2.82,$2.82
1,Electrike,Electrike,Holon Phantoms,64/110,HP,Normal,Near Mint,English,Common,85137,1191106,$0.26,$0.26
1,Baltoy,Baltoy,Holon Phantoms,59/110,HP,Normal,Near Mint,English,Common,83714,1189683,$0.23,$0.23
1,Corphish - 062/110,Corphish,Holon Phantoms,62/110,HP,Normal,Near Mint,English,Common,84433,1190402,$0.29,$0.29
1,Numel,Numel,Holon Phantoms,72/110,HP,Normal,Near Mint,English,Common,87812,1193781,$0.27,$0.27
1,Nosepass,Nosepass,Holon Phantoms,25/110,HP,Normal,Near Mint,English,Rare,87800,1193769,$0.61,$0.61
1,Phanpy,Phanpy,Holon Phantoms,75/110,HP,Normal,Near Mint,English,Common,88001,1193970,$0.43,$0.43
1,Aron,Aron,Holon Phantoms,58/110,HP,Normal,Near Mint,English,Common,83633,1189602,$0.36,$0.36
1,Electrike,Electrike,Crystal Guardians,52/100,CG,Normal,Near Mint,English,Common,85138,1191107,$0.24,$0.24
1,Pupitar (Delta Species),Pupitar,Dragon Frontiers,59/101,DF,Normal,Near Mint,English,Common,88456,1194425,$0.30,$0.30
1,Natu (Delta Species),Natu,Dragon Frontiers,55/101,DF,Normal,Near Mint,English,Common,87689,1193658,$0.45,$0.45
1,Smoochum (Delta Species),Smoochum,Dragon Frontiers,64/101,DF,Normal,Near Mint,English,Common,89365,1195334,$0.72,$0.72
1,Seedot,Seedot,Power Keepers,60/108,PK,Normal,Near Mint,English,Common,89042,1195011,$0.25,$0.25
1,Dusclops,Dusclops,Power Keepers,14/108,PK,Normal,Near Mint,English,Rare,85027,1190996,$0.52,$0.52
1,Ralts,Ralts,Power Keepers,59/108,PK,Normal,Near Mint,English,Common,88560,1194529,$0.34,$0.34
1,Shuppet,Shuppet,Power Keepers,61/108,PK,Normal,Near Mint,English,Common,89199,1195168,$0.30,$0.30
1,Torchic,Torchic,Power Keepers,67/108,PK,Normal,Near Mint,English,Common,89959,1195928,$0.33,$0.33
1,Combusken,Combusken,Power Keepers,29/108,PK,Normal,Near Mint,English,Uncommon,84410,1190379,$0.62,$0.62
1,Root Fossil,Root Fossil,Power Keepers,86/108,PK,Normal,Near Mint,English,Common,88813,1194782,$0.30,$0.30
1,Omanyte,Omanyte,Power Keepers,56/108,PK,Normal,Near Mint,English,Common,87859,1193828,$0.40,$0.40
1,Spheal,Spheal,Power Keepers,65/108,PK,Normal,Near Mint,English,Common,89447,1195416,$0.42,$0.42
1,Slakoth,Slakoth,Power Keepers,63/108,PK,Normal,Near Mint,English,Common,89297,1195266,$0.42,$0.42
1,Bagon,Bagon,Power Keepers,43/108,PK,Normal,Near Mint,English,Common,83696,1189665,$0.23,$0.23
1,Sharpedo,Sharpedo,Power Keepers,38/108,PK,Normal,Near Mint,English,Uncommon,89098,1195067,$0.81,$0.81
1,Machop,Machop,Power Keepers,53/108,PK,Normal,Near Mint,English,Common,86994,1192963,$0.25,$0.25
1,Lanturn,Lanturn,Power Keepers,15/108,PK,Normal,Near Mint,English,Rare,86607,1192576,$0.88,$0.88
1,Meditite,Meditite,Power Keepers,55/108,PK,Reverse Holofoil,Near Mint,English,Common,87283,1263008,$3.15,$3.15
1,Nuzleaf,Nuzleaf,Diamond and Pearl,57/130,DP,Normal,Near Mint,English,Uncommon,87825,1193794,$0.47,$0.47
1,Luxio,Luxio,Diamond and Pearl,52/130,DP,Normal,Near Mint,English,Uncommon,86939,1192908,$0.56,$0.56
1,Clefairy,Clefairy,Diamond and Pearl,77/130,DP,Normal,Near Mint,English,Common,84356,1190325,$0.42,$0.42
1,Cleffa,Cleffa,Diamond and Pearl,78/130,DP,Normal,Near Mint,English,Common,84366,1190335,$0.62,$0.62
1,Chatot,Chatot,Diamond and Pearl,74/130,DP,Normal,Near Mint,English,Common,84239,1190208,$0.33,$0.33
1,Piplup,Piplup,DP Trainer Kit: Manaphy & Lucario,5/12,PR,Normal,Near Mint,English,Common,88144,1194113,$0.44,$0.44
1,Stunky,Stunky,Diamond and Pearl,102/130,DP,Normal,Near Mint,English,Common,89584,1195553,$0.24,$0.24
1,Sneasel,Sneasel,Diamond and Pearl,100/130,DP,Normal,Near Mint,English,Common,89369,1195338,$0.23,$0.23
1,Dusclops,Dusclops,Diamond and Pearl,47/130,DP,Normal,Near Mint,English,Uncommon,85028,1190997,$0.51,$0.51
2,Turtwig,Turtwig,Diamond and Pearl,103/130,DP,Normal,Near Mint,English,Common,90071,1196040,$0.98,$0.49
2,Grotle,Grotle,Diamond and Pearl,49/130,DP,Normal,Near Mint,English,Uncommon,85916,1191885,$1.26,$0.63
1,Wurmple,Wurmple,Diamond and Pearl,104/130,DP,Normal,Near Mint,English,Common,90651,1196620,$0.28,$0.28
1,Dustox,Dustox,Diamond and Pearl,25/130,DP,Normal,Near Mint,English,Rare,85057,1191026,$1.49,$1.49
1,Roselia,Roselia,Diamond and Pearl,96/130,DP,Normal,Near Mint,English,Common,88819,1194788,$0.35,$0.35
1,Chimchar,Chimchar,Diamond and Pearl,76/130,DP,Normal,Near Mint,English,Common,84282,1190251,$0.40,$0.40
1,Machop,Machop,Diamond and Pearl,86/130,DP,Normal,Near Mint,English,Common,86995,1192964,$0.29,$0.29
1,Hippowdon,Hippowdon,Diamond and Pearl,29/130,DP,Normal,Near Mint,English,Rare,86083,1192052,$0.85,$0.85
1,Purugly,Purugly,Diamond and Pearl,36/130,DP,Normal,Near Mint,English,Rare,88464,1194433,$2.67,$2.67
1,Rapidash,Rapidash,Diamond and Pearl,59/130,DP,Normal,Near Mint,English,Uncommon,88583,1194552,$0.42,$0.42
1,Wobbuffet,Wobbuffet,Diamond and Pearl,41/130,DP,Normal,Near Mint,English,Rare,90620,1196589,$1.37,$1.37
1,Unown [A],Unown [A],Diamond and Pearl,65/130,DP,Normal,Near Mint,English,Uncommon,90198,1196167,$0.88,$0.88
1,Poke Ball,Poke Ball,Unseen Forces,87/115,UF,Normal,Near Mint,English,Uncommon,88184,1194153,$0.66,$0.66
1,Super Scoop Up,Super Scoop Up,Majestic Dawn,87/100,MD,Normal,Near Mint,English,Uncommon,89639,1195608,$0.78,$0.78
1,Energy Restore,Energy Restore,Majestic Dawn,81/100,MD,Normal,Near Mint,English,Uncommon,85228,1191197,$0.32,$0.32
1,Energy Restore,Energy Restore,Diamond and Pearl,106/130,DP,Normal,Near Mint,English,Uncommon,85227,1191196,$0.33,$0.33
1,Metal Energy,Metal Energy,Diamond and Pearl,130/130,DP,Normal,Near Mint,English,Common,87349,1193318,$1.08,$1.08
1,Darkness Energy (Special),Darkness Energy,Ruby and Sapphire,93/109,RS,Normal,Heavily Played,English,Rare,84683,1212690,$0.28,$0.28
2,Potion,Potion,Secret Wonders,127/132,SW,Normal,Near Mint,English,Common,88343,1194312,$0.28,$0.14
2,Houndoom,Houndoom,Great Encounters,18/106,GE,Normal,Lightly Played,English,Rare,86207,1199522,$1.62,$0.81
4,Electrike,Electrike,Majestic Dawn,64/100,MD,Normal,Near Mint,English,Common,85140,1191109,$0.76,$0.19
2,Shellos East Sea,Shellos East Sea,Majestic Dawn,73/100,MD,Normal,Near Mint,English,Common,89142,1195111,$0.50,$0.25
4,Pikachu,Pikachu,Majestic Dawn,70/100,MD,Normal,Near Mint,English,Common,88088,1194057,$6.64,$1.66
4,Piplup (71),Piplup,Majestic Dawn,71/100,MD,Normal,Near Mint,English,Common,88145,1194114,$2.64,$0.66
2,Prinplup,Prinplup,Majestic Dawn,44/100,MD,Normal,Near Mint,English,Uncommon,88370,1194339,$0.88,$0.44
1,Jolteon,Jolteon,Majestic Dawn,23/100,MD,Normal,Near Mint,English,Rare,86343,1192312,$3.47,$3.47
3,Eevee (63),Eevee,Majestic Dawn,63/100,MD,Normal,Near Mint,English,Common,85085,1191054,$3.24,$1.08
1,Empoleon,Empoleon,Majestic Dawn,17/100,MD,Normal,Lightly Played,English,Rare,85198,1198513,$1.34,$1.34
2,Manectric,Manectric,Majestic Dawn,40/100,MD,Normal,Near Mint,English,Uncommon,87161,1193130,$0.50,$0.25
2,Quick Ball,Quick Ball,Majestic Dawn,86/100,MD,Normal,Near Mint,English,Uncommon,88479,1194448,$1.36,$0.68
1,Dusk Ball,Dusk Ball,Majestic Dawn,80/100,MD,Normal,Near Mint,English,Uncommon,85035,1191004,$0.34,$0.34
